ID_sample	PCD_Subtype
GSM5362489	PCD-A
GSM5362490	PCD-PN
GSM5362491	PCD-FA
GSM5362492	PCD-NF
GSM5362493	PCD-NF
GSM5362494	PCD-NF
GSM5362495	PCD-NF
GSM5362496	PCD-P
GSM5362497	PCD-PN
GSM5362498	PCD-PN
GSM5362499	PCD-A
GSM5362500	PCD-A
GSM5362501	PCD-NF
GSM5362502	PCD-FA
GSM5362503	PCD-A
GSM5362504	PCD-PN
GSM5362505	PCD-P
GSM5362506	PCD-PN
GSM5362507	PCD-NF
GSM5362508	PCD-PN
GSM5362509	PCD-FA
GSM5362510	PCD-A
GSM5362512	PCD-FA
GSM5362513	PCD-P
GSM5362514	PCD-FA
GSM5362515	PCD-NF
GSM5362516	PCD-A
GSM5362517	PCD-NF
GSM5362518	PCD-A
GSM5362519	PCD-NF
GSM5362520	PCD-NF
GSM5362521	PCD-FA
GSM5362522	PCD-FA
GSM5362523	PCD-FA
GSM5362524	PCD-A
GSM5362525	PCD-NF
GSM5362526	PCD-NF
GSM5362527	PCD-P
GSM5362528	PCD-FA
GSM5362529	PCD-FA
GSM5362530	PCD-PN
GSM5362531	PCD-NF
GSM5362532	PCD-P
GSM5362533	PCD-PN
GSM5362534	PCD-PN
GSM5362535	PCD-NF
GSM5362536	PCD-A
GSM5362537	PCD-PN
GSM5362538	PCD-NF
GSM5362539	PCD-A
GSM5362540	PCD-PN
GSM5362541	PCD-A
GSM5362542	PCD-NF
GSM5362543	PCD-P
GSM5362544	PCD-FA
GSM5362545	PCD-A
GSM5362546	PCD-A
GSM5362547	PCD-NF
GSM5362548	PCD-FA
GSM5362549	PCD-P
GSM5362550	PCD-NF
GSM5362551	PCD-A
GSM5362552	PCD-P
GSM5362553	PCD-PN
GSM5416020	PCD-A
GSM5416024	PCD-FA
GSM5416028	PCD-FA
GSM5416019	PCD-A
GSM5416023	PCD-P
GSM5416040	PCD-PN
GSM5416035	PCD-NF
GSM5416021	PCD-PN
GSM5416022	PCD-PN
GSM5416027	PCD-FA
GSM5416033	PCD-PN
GSM5416025	PCD-FA
GSM5416026	PCD-PN
GSM5416029	PCD-NF
GSM5416037	PCD-P
GSM5416030	PCD-A
GSM5416034	PCD-PN
GSM5416032	PCD-PN
GSM5416038	PCD-FA
GSM5416036	PCD-PN
GSM5416041	PCD-NF
GSM5416044	PCD-PN
GSM5416039	PCD-PN
GSM5416043	PCD-P
GSM5416045	PCD-PN
GSM5416042	PCD-FA
GSM5416046	PCD-PN
GSM5416061	PCD-A
GSM5416047	PCD-PN
GSM5416050	PCD-PN
GSM5416048	PCD-FA
GSM5416049	PCD-FA
GSM5416054	PCD-A
GSM5416057	PCD-PN
GSM5416051	PCD-NF
GSM5416052	PCD-A
GSM5416055	PCD-PN
GSM5416060	PCD-A
GSM5416053	PCD-PN
GSM5416056	PCD-NF
GSM5416059	PCD-PN
GSM5416058	PCD-PN
GSM5416062	PCD-PN
GSM5416063	PCD-A
GSM5416064	PCD-P
GSM5416065	PCD-P
GSM5416066	PCD-PN
GSM5416068	PCD-FA
GSM5416067	PCD-NF
GSM5416070	PCD-P
GSM5416069	PCD-A
GSM5416071	PCD-A
GSM5416072	PCD-A
SL462108	PCD-FA
SL463401	PCD-A
SL446517	PCD-NF
SL462135	PCD-PN
SL446533	PCD-PN
SL446518	PCD-NF
SL446519	PCD-NF
SL462109	PCD-FA
SL446521	PCD-A
SL462146	PCD-FA
SL446522	PCD-A
SL446523	PCD-A
SL446534	PCD-NF
SL462114	PCD-P
SL446524	PCD-NF
SL462136	PCD-A
SL446525	PCD-A
SL446526	PCD-A
SL446527	PCD-PN
SL462137	PCD-A
SL463402	PCD-A
SL446528	PCD-P
SL462138	PCD-A
SL462139	PCD-A
SL462140	PCD-NF
SL462111	PCD-PN
SL462112	PCD-P
SL462141	PCD-PN
SL446529	PCD-NF
SL462142	PCD-PN
SL446530	PCD-NF
SL446531	PCD-FA
SL462113	PCD-P
SL446532	PCD-FA
SL462143	PCD-NF
SL462144	PCD-PN
SL462145	PCD-NF
GSM6093790	PCD-P
GSM6093782	PCD-P
GSM6093783	PCD-NF
GSM6093784	PCD-PN
GSM6093785	PCD-A
GSM6093786	PCD-A
GSM6093787	PCD-A
GSM6093788	PCD-FA
GSM6093789	PCD-NF
GSM6093791	PCD-PN
GSM6093792	PCD-NF
GSM6093793	PCD-NF
GSM6093794	PCD-NF
GSM6093795	PCD-NF
GSM6093796	PCD-A
GSM6093797	PCD-PN
GSM6093820	PCD-PN
R20027161LR01	PCD-NF
R20028573LR01	PCD-PN
R20052328LR01	PCD-A
R20030544LR01	PCD-NF
R20031593LR01	PCD-PN
R20035974LR01	PCD-NF
R20041445LR01	PCD-PN
R20052336LR01	PCD-PN
R20059498LR01	PCD-NF
R20059499LR01	PCD-P
R20059506LR01	PCD-FA
R20059511LR01	PCD-FA
R20073124LR01	PCD-P
R20073125LR01	PCD-A
R20073128LR02	PCD-A
R20073704LR03	PCD-P
R20073708LR01	PCD-FA
R20073752LR01	PCD-PN
R21008693LR01	PCD-PN
R21008694LR01	PCD-PN
R21008707LR01	PCD-NF
R21017092LR01	PCD-FA
R21017102LR01	PCD-FA
R21025078LR01	PCD-A
GSM6427640	PCD-P
GSM6427641	PCD-PN
GSM6427642	PCD-A
GSM6427643	PCD-PN
GSM6427644	PCD-PN
GSM6427645	PCD-NF
GSM6427646	PCD-PN
GSM6427647	PCD-PN
GSM6427648	PCD-NF
GSM6427649	PCD-PN
GSM6427650	PCD-FA
GSM6427651	PCD-NF
GSM6427652	PCD-PN
GSM6427653	PCD-FA
GSM6427654	PCD-PN
GSM6427635	PCD-FA
GSM6427636	PCD-P
GSM6427637	PCD-PN
GSM6427655	PCD-NF
GSM6427656	PCD-PN
GSM6427638	PCD-A
GSM6427639	PCD-P
GSM6619965	PCD-P
GSM6619967	PCD-PN
GSM6619968	PCD-NF
GSM6619966	PCD-A
GSM6619959	PCD-P
GSM6619962	PCD-PN
GSM6619964	PCD-A
GSM6619961	PCD-FA
GSM6619960	PCD-FA
GSM6619963	PCD-PN
GSM8023407	PCD-PN
GSM8023408	PCD-PN
GSM8023409	PCD-FA
GSM8023410	PCD-PN
GSM8023411	PCD-A
GSM8023412	PCD-A
GSM8023413	PCD-PN
GSM8023414	PCD-NF
GSM8023415	PCD-A
GSM8023416	PCD-NF
GSM8023417	PCD-PN
GSM8023418	PCD-P
GSM8023419	PCD-FA
GSM8023420	PCD-NF
GSM8023421	PCD-NF
GSM8023422	PCD-NF
GSM8023423	PCD-FA
GSM8023392	PCD-FA
GSM8023393	PCD-P
GSM8023394	PCD-FA
GSM8023395	PCD-NF
GSM8023396	PCD-NF
GSM8023397	PCD-PN
GSM8023398	PCD-PN
GSM8023399	PCD-A
GSM8023400	PCD-FA
GSM8023401	PCD-A
GSM8023402	PCD-A
GSM8023403	PCD-P
GSM8023404	PCD-PN
GSM8023405	PCD-FA
GSM8023406	PCD-A
GSM8141771	PCD-NF
GSM8141772	PCD-FA
GSM8141773	PCD-P
GSM8141774	PCD-PN
GSM8141775	PCD-A
GSM8141776	PCD-A
GSM8141777	PCD-NF
GSM8141778	PCD-PN
GSM8141779	PCD-PN
GSM8141780	PCD-PN
GSM8141781	PCD-FA
GSM8141782	PCD-FA
GSM9209512	PCD-NF
GSM9209513	PCD-NF
GSM9209502	PCD-PN
GSM9209503	PCD-A
GSM9209514	PCD-PN
GSM9209515	PCD-A
GSM9209506	PCD-PN
GSM9209507	PCD-NF
GSM9209500	PCD-FA
GSM9209501	PCD-A
GSM9209508	PCD-PN
GSM9209509	PCD-A
GSM9209510	PCD-NF
GSM9209511	PCD-FA
GSM9209504	PCD-PN
GSM9209505	PCD-NF
GSM9209498	PCD-NF
GSM9209499	PCD-PN
GSM2069823	PCD-A
GSM2069831	PCD-A
GSM2069832	PCD-FA
GSM2069833	PCD-A
GSM2069834	PCD-A
GSM2069835	PCD-PN
GSM2069837	PCD-FA
GSM2069824	PCD-PN
GSM2069838	PCD-P
GSM2069839	PCD-A
GSM2069840	PCD-PN
GSM2069841	PCD-FA
GSM2069842	PCD-P
GSM2069843	PCD-NF
GSM2069844	PCD-FA
GSM2069845	PCD-PN
GSM2069846	PCD-FA
GSM2069847	PCD-A
GSM2069848	PCD-P
GSM2069849	PCD-PN
GSM2069850	PCD-P
GSM2069825	PCD-NF
GSM2069826	PCD-NF
GSM2069827	PCD-NF
GSM2069828	PCD-FA
GSM2069829	PCD-PN
GSM2069830	PCD-PN
GSM2420259	PCD-P
GSM2420260	PCD-NF
GSM2420333	PCD-NF
GSM2420334	PCD-NF
GSM2420280	PCD-P
GSM2420281	PCD-P
GSM2420317	PCD-FA
GSM2420318	PCD-FA
GSM2420372	PCD-FA
GSM2420373	PCD-FA
GSM2420291	PCD-A
GSM2420362	PCD-A
GSM2420363	PCD-P
GSM2420364	PCD-A
GSM2420335	PCD-NF
GSM2420336	PCD-NF
GSM2420337	PCD-P
GSM2420338	PCD-P
GSM2420261	PCD-P
GSM2420262	PCD-P
GSM2420263	PCD-FA
GSM2420264	PCD-A
GSM2420352	PCD-A
GSM2420366	PCD-NF
GSM2420367	PCD-NF
GSM2420353	PCD-FA
GSM2420354	PCD-NF
GSM2420368	PCD-NF
GSM2420369	PCD-P
GSM2420355	PCD-NF
GSM2420323	PCD-FA
GSM2420324	PCD-FA
GSM2420356	PCD-P
GSM2420357	PCD-NF
GSM2420358	PCD-P
GSM2420359	PCD-NF
GSM2420339	PCD-P
GSM2420374	PCD-P
GSM2420375	PCD-P
GSM2420344	PCD-A
GSM2420345	PCD-FA
GSM2420346	PCD-FA
GSM2420349	PCD-FA
GSM2420340	PCD-FA
GSM2420341	PCD-FA
GSM2420265	PCD-NF
GSM2420325	PCD-P
GSM2420326	PCD-NF
GSM2420370	PCD-A
GSM2420371	PCD-PN
GSM2420350	PCD-A
GSM2420351	PCD-A
GSM2420282	PCD-A
GSM2420283	PCD-A
GSM2420342	PCD-PN
GSM2420343	PCD-PN
GSM2420270	PCD-PN
GSM2420271	PCD-P
GSM2420328	PCD-P
GSM2420329	PCD-PN
GSM2420284	PCD-A
GSM2420285	PCD-A
GSM2420266	PCD-A
GSM2420267	PCD-P
GSM2420301	PCD-NF
GSM2420302	PCD-FA
GSM2420303	PCD-FA
GSM2420304	PCD-A
GSM2420272	PCD-PN
GSM2420286	PCD-PN
GSM2420287	PCD-PN
GSM2420305	PCD-NF
GSM2420307	PCD-NF
GSM2420273	PCD-FA
GSM2420292	PCD-A
GSM2420293	PCD-A
GSM2420308	PCD-PN
GSM2420310	PCD-FA
GSM2420294	PCD-PN
GSM2420295	PCD-NF
GSM2420360	PCD-A
GSM2420361	PCD-P
GSM2420268	PCD-NF
GSM2420269	PCD-PN
GSM2420296	PCD-FA
GSM2420297	PCD-FA
GSM2420275	PCD-FA
GSM2420276	PCD-FA
GSM2420298	PCD-P
GSM2420277	PCD-FA
GSM2420278	PCD-FA
GSM2420331	PCD-A
GSM2420332	PCD-NF
GSM2420312	PCD-FA
GSM2420313	PCD-PN
GSM2420316	PCD-P
GSM2420279	PCD-FA
GSM2420288	PCD-PN
GSM2420289	PCD-FA
GSM2420299	PCD-PN
GSM2420300	PCD-PN
GSM2536673	PCD-NF
GSM2536674	PCD-NF
GSM2536675	PCD-P
GSM2536676	PCD-PN
GSM2536677	PCD-A
GSM2536678	PCD-PN
GSM2536679	PCD-A
GSM2536680	PCD-FA
GSM2536681	PCD-P
GSM2536682	PCD-A
Patient1	PCD-PN
Patient10	PCD-P
Patient100	PCD-P
Patient102	PCD-PN
Patient105	PCD-NF
Patient106	PCD-NF
Patient107	PCD-FA
Patient108	PCD-NF
Patient11	PCD-FA
Patient112	PCD-PN
Patient116	PCD-NF
Patient117	PCD-A
Patient121	PCD-PN
Patient125	PCD-P
Patient126	PCD-P
Patient127	PCD-PN
Patient13	PCD-NF
Patient130	PCD-PN
Patient131	PCD-NF
Patient132	PCD-P
Patient133	PCD-P
Patient134	PCD-P
Patient135	PCD-NF
Patient137	PCD-P
Patient14	PCD-A
Patient140	PCD-NF
Patient141	PCD-FA
Patient142	PCD-NF
Patient143	PCD-A
Patient144	PCD-NF
Patient145	PCD-A
Patient146	PCD-NF
Patient147	PCD-FA
Patient148	PCD-NF
Patient149	PCD-A
Patient15	PCD-P
Patient150	PCD-PN
Patient154	PCD-PN
Patient155	PCD-FA
Patient156	PCD-FA
Patient158	PCD-PN
Patient159	PCD-FA
Patient162	PCD-NF
Patient163	PCD-PN
Patient165	PCD-NF
Patient166	PCD-FA
Patient167	PCD-P
Patient168	PCD-NF
Patient169	PCD-P
Patient17	PCD-PN
Patient170	PCD-A
Patient172	PCD-A
Patient173	PCD-NF
Patient179	PCD-FA
Patient18	PCD-NF
Patient181	PCD-A
Patient183	PCD-PN
Patient184	PCD-FA
Patient185	PCD-A
Patient187	PCD-PN
Patient188	PCD-NF
Patient189	PCD-PN
Patient191	PCD-FA
Patient193	PCD-PN
Patient195	PCD-PN
Patient196	PCD-FA
Patient197	PCD-FA
Patient20	PCD-A
Patient200	PCD-PN
Patient201	PCD-PN
Patient203	PCD-PN
Patient204	PCD-PN
Patient205	PCD-FA
Patient206	PCD-A
Patient21	PCD-FA
Patient22	PCD-FA
Patient23	PCD-FA
Patient24	PCD-PN
Patient25	PCD-PN
Patient27	PCD-NF
Patient30	PCD-PN
Patient31	PCD-NF
Patient32	PCD-NF
Patient33	PCD-A
Patient34	PCD-PN
Patient35	PCD-PN
Patient36	PCD-PN
Patient37	PCD-A
Patient38	PCD-FA
Patient4	PCD-NF
Patient40	PCD-FA
Patient42	PCD-FA
Patient44	PCD-PN
Patient45	PCD-FA
Patient47	PCD-NF
Patient48	PCD-FA
Patient51	PCD-A
Patient56	PCD-A
Patient58	PCD-FA
Patient6	PCD-FA
Patient61	PCD-P
Patient62	PCD-A
Patient63	PCD-NF
Patient67	PCD-NF
Patient7	PCD-NF
Patient72	PCD-A
Patient73	PCD-NF
Patient75	PCD-P
Patient77	PCD-P
Patient78	PCD-A
Patient79	PCD-PN
Patient8	PCD-NF
Patient82	PCD-FA
Patient83	PCD-NF
Patient86	PCD-P
Patient87	PCD-P
Patient9	PCD-FA
Patient94	PCD-P
Patient96	PCD-PN
Patient98	PCD-P
Patient99	PCD-FA
SAMdee1011782cd	PCD-A
SAM0d855cff64e6	PCD-NF
SAMae4da274eded	PCD-PN
SAMc2a1820d4e6b	PCD-PN
SAM7fb7a13c096b	PCD-PN
SAM97a00e0929fb	PCD-NF
SAMd2492b2a31bb	PCD-A
SAM6cbc10abddb0	PCD-P
SAMbcb07ba81cee	PCD-P
SAM0f956e757453	PCD-A
SAM5234688806a7	PCD-PN
SAM36d87392593b	PCD-FA
SAM18bc1078bc15	PCD-PN
SAMe0c49ea0df5d	PCD-A
SAM5a2347c0498a	PCD-NF
SAM30cf07d4874f	PCD-A
SAMab8052a03398	PCD-A
SAM7a9093b9c7e9	PCD-A
SAM28e6031ac18b	PCD-NF
SAMce39dd79b441	PCD-FA
SAM39eb94fa504d	PCD-FA
SAM19fec8f3b3bd	PCD-A
SAM18b9351e265a	PCD-P
SAM2070b416069c	PCD-PN
SAMd5ab7fbfab4e	PCD-P
SAM28687037e4ff	PCD-A
SAM2570ff4aae6e	PCD-A
SAM80c6183220e6	PCD-P
SAM3330c03fdf00	PCD-A
SAM3785587846ce	PCD-NF
SAM0a7c2091dd56	PCD-FA
SAM961d04c42bd9	PCD-FA
SAM47fc46c3d6be	PCD-P
SAMe7e4f7c076a7	PCD-FA
SAM49f9b2e57aa5	PCD-NF
SAM7edacb3deb65	PCD-NF
SAM9b9d48b0b02c	PCD-NF
SAM18be5b395318	PCD-NF
SAM0684af734db1	PCD-FA
SAM27299aed7681	PCD-NF
SAMc0d625a50eb8	PCD-A
SAM8884fe446d20	PCD-P
SAM7ee2b6e4d6b3	PCD-PN
SAMbfdffb97c446	PCD-A
SAM1e9c4d1d39ae	PCD-P
SAM415f36ad349e	PCD-A
SAM7d7c54623618	PCD-NF
SAM54e58f1b0230	PCD-NF
SAM7b40007f4aa4	PCD-NF
SAM75f12d1a55fc	PCD-A
SAM73b653ae20d1	PCD-FA
SAMc6eff056c89a	PCD-PN
SAMe56c96c51190	PCD-A
SAM181b638b8248	PCD-A
SAM59289ca42c99	PCD-A
SAMd43f8933066b	PCD-A
SAM9a2cf3c06fb3	PCD-A
SAM714285adf612	PCD-P
SAMd027124354ce	PCD-A
SAM3e04eb914f3d	PCD-PN
SAM5e3bae090b8c	PCD-NF
SAM1c8b086175ca	PCD-A
SAMbda79f955628	PCD-P
SAMcb132b0cdd2c	PCD-P
SAMb4c7a001537d	PCD-NF
SAM7893196e0e89	PCD-NF
SAM0ce9c983b20f	PCD-A
SAM2624229effe8	PCD-A
SAMd215b503f99a	PCD-A
SAMb2f1d0e54ece	PCD-A
SAM553c3c35b847	PCD-A
SAMe5bc41772bc9	PCD-FA
SAM61baf919bb01	PCD-A
SAM12502d970c10	PCD-NF
SAMb8f13a0525a6	PCD-NF
SAM943df5cf15df	PCD-FA
SAM81b71522417a	PCD-NF
SAM0a0f2bac4b20	PCD-A
SAM7c67b05aa109	PCD-NF
SAMdb3f50c9129c	PCD-NF
SAM0571f17f4045	PCD-PN
SAM1c0ecfb3eb63	PCD-A
SAMbc8dc3a7b54e	PCD-NF
SAM9fb814c22bdb	PCD-A
SAM6dd7ad1d797d	PCD-A
SAMbf1a3ae828e6	PCD-A
SAM491e341d5a82	PCD-NF
SAMabc151b01ea3	PCD-FA
SAM1abf01dd4544	PCD-P
SAM6792d6e98068	PCD-FA
SAMb15ac6e4c4ef	PCD-PN
SAM3894ac3956a5	PCD-A
SAM85f0a3ac1c45	PCD-NF
SAM297c0301e861	PCD-A
SAMb0a83e5fbde9	PCD-PN
SAM698d8d76b934	PCD-FA
SAM17c45bf16bb6	PCD-NF
SAMc692536a795a	PCD-A
SAMc0ef41aa6c8b	PCD-PN
SAM4501e41e4751	PCD-PN
SAMd135d5867fe3	PCD-A
SAM29da928587ad	PCD-A
SAMa1871f491b02	PCD-NF
SAM5c139c5c1c4f	PCD-NF
SAM8a42c0d59187	PCD-NF
SAM7114d99032ec	PCD-FA
SAMd1bd63734394	PCD-FA
SAM9daccafc18db	PCD-PN
SAM1ab1b28d9f2b	PCD-NF
SAMb470eb8f04be	PCD-NF
SAMe97af0feefdf	PCD-FA
SAMe1eb5d988760	PCD-A
SAM52e3fa3ad574	PCD-P
SAMdab9ca8fb5de	PCD-A
SAM3b1066e5801b	PCD-A
SAM09c84ec0cf34	PCD-FA
SAM548551ef782c	PCD-NF
SAM73663ee4a96e	PCD-PN
SAM25510f300d79	PCD-NF
SAMb0d11db9aa79	PCD-P
SAMb8070b7937e7	PCD-NF
SAM95c70496ffb5	PCD-A
SAM9306c5c92444	PCD-NF
SAMe712352fb82a	PCD-NF
SAM978a587b207e	PCD-PN
SAM63405b04ab2d	PCD-A
SAM822b226466a1	PCD-PN
SAMbf91f27e7f9b	PCD-A
SAM23aa15d4a0b0	PCD-FA
SAM59f392864f5d	PCD-A
SAM4918c524b83a	PCD-PN
SAMd7d57ee3a863	PCD-P
SAM14938611a2d3	PCD-PN
SAM4581bac493af	PCD-P
SAM36a9225b0222	PCD-A
SAMcc4675f394a1	PCD-PN
SAMee3844cc0b9f	PCD-A
SAM9539a4f19ebc	PCD-NF
SAM5d989c86255e	PCD-A
SAM7829a341b9f3	PCD-FA
SAM1fa6bcb7fc48	PCD-NF
SAM670649e105b5	PCD-FA
SAMcc7a42d87e9c	PCD-PN
SAMf275eb859a39	PCD-P
SAMfed609955db9	PCD-NF
SAM5fc9ae0aed1f	PCD-P
SAMef0e3d2415fd	PCD-A
SAMaec7380f9ab0	PCD-NF
SAM681e4bf7cf85	PCD-NF
SAM203dcf14f927	PCD-P
SAMaabf4afe4213	PCD-PN
SAM2dc3f04e45e9	PCD-P
SAMdf3e42c8672a	PCD-FA
SAM91c47b054ffb	PCD-NF
SAM2b672f4336c7	PCD-PN
SAM771445e92421	PCD-A
SAM032c642382a7	PCD-P
SAM6780ed436b55	PCD-FA
SAM6d2ae0c39b96	PCD-PN
SAM5b57e47fdcb3	PCD-PN
SAM716f54e468f4	PCD-A
SAM9aa6a095a9d6	PCD-A
SAM2e7aa8fa0ab3	PCD-FA
SAM166a419a4e5a	PCD-A
SAM07a93a28f801	PCD-PN
SAMcf018fee2acd	PCD-A
SAM9d2494119c05	PCD-FA
SAMd0e47be700b0	PCD-NF
SAMaf42c1541269	PCD-P
SAM5cc2d9036053	PCD-A
SAM3cb94b0d5297	PCD-A
SAMf3a9bce50099	PCD-A
SAMe41b1e773582	PCD-NF
SAM3e8baff50d7a	PCD-NF
SAM26104d5adc89	PCD-A
SAMcabb6d58ff55	PCD-FA
SAM8f2275c36e8c	PCD-NF
SAM1f3c93814cb9	PCD-PN
SAM6083aac8db99	PCD-NF
SAM6964a6d7b967	PCD-NF
SAM468a9e1dc821	PCD-FA
SAM30b5c6c54cf7	PCD-FA
SAMe94c30c30616	PCD-A
SAMc1251c7bfee2	PCD-NF
SAM3f446449bf81	PCD-NF
SAM8b4b8b0f9e73	PCD-A
SAMff41c4e8c08f	PCD-PN
SAMd35318127278	PCD-NF
SAM6ff654a20f98	PCD-PN
SAM7746b76437e6	PCD-NF
SAM2dc578e0165f	PCD-NF
SAMd3bd67996035	PCD-P
SAMb15ad09d6e24	PCD-A
SAM8e8ef2368dfa	PCD-A
SAM00b9e5c52da9	PCD-A
SAM63b2189c36d7	PCD-NF
SAM1bcc62d8290c	PCD-NF
SAM3f2033c90438	PCD-NF
SAM7538ad9ff524	PCD-FA
SAM4caabd64e7fd	PCD-PN
SAM9e11ec6bea80	PCD-P
SAM957378bd907f	PCD-P
SAM45c8e6412c66	PCD-P
SAM7f0d9cc7f001	PCD-A
SAMd636e3461955	PCD-A
SAMe7bf6c015192	PCD-P
SAM61b9d4d84c64	PCD-NF
SAMd98bac0a070f	PCD-A
SAM5d1dfd5207f5	PCD-NF
SAM1dda30f1c5be	PCD-A
SAM49d48750e294	PCD-A
SAM187e056d6a2a	PCD-FA
SAM3a1c9632ff7b	PCD-FA
SAMc1b27bc16435	PCD-NF
SAM0257bbbbd388	PCD-NF
SAMeaa477a5384b	PCD-P
SAM6cb230f208a8	PCD-PN
SAM6157c8f38b72	PCD-PN
SAM99a46b9eec27	PCD-A
SAM14df63a65411	PCD-NF
SAM727c0e92a2a7	PCD-P
SAMa424c75831b4	PCD-NF
SAMaff272833538	PCD-PN
SAM2f228939632f	PCD-A
SAM52500cabdd36	PCD-NF
SAM58e7832f4e7d	PCD-PN
SAM1f66db567eb5	PCD-FA
SAMbe83eae4026e	PCD-NF
SAMe7bcab05402e	PCD-A
SAM572f19794c96	PCD-FA
SAMfd947610629d	PCD-A
SAM59b825252c0d	PCD-FA
SAM2c9586161ce6	PCD-NF
SAMcee0fa8c05b4	PCD-NF
SAMf2aae1443f67	PCD-NF
SAM675a12a09c15	PCD-A
SAMf2ce197162ce	PCD-A
SAMfddc359e862b	PCD-PN
SAM04c589eb3fb3	PCD-FA
SAMf20b827dca51	PCD-A
SAMaaf505c36f93	PCD-PN
SAM5cfa1699bdb7	PCD-A
SAM2bba8cb35e48	PCD-A
